Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,True_Label,Predicted_Label
-0.5291589001197973,1.0305016262710875,1.4605170873276505,0.8327382467522543,-0.5298268373670986,-0.5919886618532204,0.9958780671776671,Normal,Moderate
-0.05022946919310893,-0.4731544844670247,2.004681144278982,-0.5406517288656207,-0.5298268373670945,2.2402592598305984,-1.137183998452978,Normal,Normal
-1.3614033584578853,-0.4731544844670247,1.6045916346311775,-0.5406517288656183,-0.529826837367095,2.240259259830592,-1.137183998452978,Severe,Severe
-0.9836218670866371,-0.6879625002867557,1.2267431587485256,-1.1110697345474423,0.7281360571397186,0.5619470997222774,-1.137183998452978,Severe,Severe
-0.5824140899084245,1.0305016262710875,-1.173801302077261,0.8575521762600073,-0.5298268373670986,-0.5919886618532204,0.9446463713916082,Normal,Moderate
2.153537833729915,-0.9027705161064855,-0.8868077488062547,0.8609293973150542,-0.5298268373670986,-0.5919886618532204,0.9376736441723913,Normal,Severe
-0.21087038248310203,-0.6879625002867557,0.49799369774990476,-1.7439180590838768,2.123778730035463,-0.5919886618532204,-1.137183998452978,Normal,Normal
0.43042774593808,-0.6879625002867557,-1.1596592264749483,-0.6212549250388736,-0.2964989971682546,1.854824949334151,-1.137183998452978,Severe,Moderate
0.9500548999979465,-0.6879625002867557,-0.4557888916479045,0.8397551891892415,-0.5298268373670986,-0.5919886618532204,0.9813906454991416,Moderate,Normal
-0.6485127627911552,1.4601176579105473,-0.32272578559910164,0.8548825546467734,-0.5298268373670986,-0.5919886618532204,0.9501581643670156,Severe,Moderate
0.929613445895233,-0.6879625002867557,0.6048573590304157,0.8579018049766393,-0.5298268373670986,-0.5919886618532204,0.9439245158691703,Normal,Normal
-1.5776282408420186,-0.6879625002867557,0.4141728247619768,-0.54065172886562,-0.5298268373670941,2.240259259830595,-1.137183998452978,Severe,Severe
-0.6213122306312062,1.4601176579105473,-1.2092569376076256,0.8600448973245046,-0.5298268373670986,-0.5919886618532204,0.9394998133982067,Severe,Severe
-0.8302200308323829,-0.6879625002867557,0.5255052193679363,-1.7439180590838765,2.123778730035462,-0.5919886618532204,-1.137183998452978,Normal,Severe
-0.6850977492613463,-0.2583464686472948,1.0386944682355244,-0.9697233772196114,0.4164199629403814,0.9778233657717019,-1.137183998452978,Normal,Normal
-0.2569950011505254,-1.1175785319262155,-2.035320144319748,-1.7439180590838765,2.123778730035462,-0.5919886618532204,-1.137183998452978,Normal,Normal
1.4259302745527758,-1.3323865477459462,0.10875581534144159,0.8364197379397186,-0.5298268373670986,-0.5919886618532204,0.9882771333353955,Moderate,Moderate
-0.7589393807666086,-1.3323865477459462,-0.2518940020400816,-1.7439180590838768,2.123778730035463,-0.5919886618532204,-1.137183998452978,Moderate,Moderate
-2.0990321669883634,1.75209841233499,-1.8507072952529098,-0.33284566290077633,-0.5298268373670963,1.6288419413394164,-1.0171252785345395,Severe,Severe
1.2928464584682458,1.7743152354630283,0.5676309104479694,0.8760466462486683,-0.5298268373670986,-0.5919886618532204,0.9064620499649099,Severe,Moderate
-0.6428003519142229,1.0305016262710875,-0.18637769219053604,0.8499751838085823,-0.5298268373670986,-0.5919886618532204,0.9602900916707113,Severe,Moderate
2.208355145432398,-1.1175785319262155,-0.10787826310838819,0.8637624393899664,-0.5298268373670986,-0.5919886618532204,0.9318244476682395,Severe,Severe
1.397699838936428,-0.9027705161064855,0.47558360000239264,0.8499763012139423,-0.5298268373670986,-0.5919886618532204,0.9602877846370167,Normal,Normal
-1.6839267529703819,-0.4731544844670247,1.2261722652515883,-0.5406517288656191,-0.5298268373670948,2.2402592598305944,-1.137183998452978,Severe,Severe
-0.887759017115296,-1.1175785319262155,-0.7785965990978172,-1.7439180590838768,2.123778730035463,-0.5919886618532204,-1.137183998452978,Moderate,Moderate
1.8821177486430436,-0.4731544844670247,2.0004342129541848,0.847874532501333,-0.5298268373670986,-0.5919886618532204,0.9646271689035597,Moderate,Normal
0.15779473506731437,-0.9027705161064855,0.22084783092805302,-1.7439180590838763,2.1237787300354616,-0.5919886618532204,-1.137183998452978,Normal,Normal
0.2748521823806692,-1.1175785319262155,-0.9286979934388219,-1.7439180590838768,2.123778730035463,-0.5919886618532204,-1.137183998452978,Moderate,Normal
1.0274880503473531,-0.6879625002867557,1.518435395848871,0.8292690172464093,-0.5298268373670986,-0.5919886618532204,1.003040758221822,Normal,Normal
0.5710437081284059,-1.1175785319262155,-0.4148646177269636,0.31599490201695124,-0.5298268373670986,0.35279842716917165,-0.07064844743886467,Severe,Severe
-0.44851386324352766,0.3860775788118969,0.7312828680537857,-0.13693343083212586,-0.5298268373670986,1.0524192511023536,-1.137183998452978,Moderate,Moderate
-0.9733188912395029,-0.6879625002867557,0.756906672428806,-1.5521371772632786,1.70083760475009,-0.41366118783214134,-1.137183998452978,Severe,Severe
0.759131267871988,-0.6879625002867557,-0.047849796200641136,0.8342946687336246,-0.5298268373670986,-0.5919886618532204,0.9926646246054461,Severe,Normal
0.4044146250238529,0.17126956299216595,-0.4157339409987651,-0.5792894559447903,-0.44461769861352557,2.1265774220379674,-1.137183998452978,Moderate,Moderate
1.661271849971306,-0.6879625002867557,1.3425451018185806,0.8406736546012469,-0.5298268373670986,-0.5919886618532204,0.9794943500912272,Normal,Normal
-0.5887394055100731,1.0305016262710875,0.10826026371863301,0.837730920235653,-0.5298268373670986,-0.5919886618532204,0.9855700210868341,Moderate,Moderate
-0.43270783416928343,-0.043538452827564994,2.3487967425692533,-0.09548212848552012,-0.5298268373670986,0.930459172549995,-1.137183998452978,Normal,Normal
-0.5692231890530868,-0.4731544844670247,0.21736496844987585,-1.7439180590838768,2.1237787300354625,-0.5919886618532204,-1.137183998452978,Normal,Severe
2.0998013886726645,-0.9027705161064855,0.5054934659944109,0.8582170088919727,-0.5298268373670986,-0.5919886618532204,0.9432737349803194,Severe,Severe
-0.8418604828123843,1.4601176579105473,0.015516783192894578,0.8548825546467734,-0.5298268373670986,-0.5919886618532204,0.9501581643670156,Moderate,Moderate
-1.3312899169487522,0.3860775788118969,2.4693920822851414,0.3922057266700573,-0.5298268373670986,-0.5044402336607271,0.4166287189022072,Normal,Normal
-0.621505665391565,1.8897336895500092,-0.525435933206161,0.8838211388271094,-0.5298268373670986,-0.5919886618532204,0.890410564103099,Moderate,Moderate
-0.9326232182508187,1.8897336895500092,-0.563324407043596,0.8838211388271094,-0.5298268373670986,-0.5919886618532204,0.890410564103099,Moderate,Moderate
1.6156314449555156,-0.15249714561095093,-0.6084014577615064,0.8561497074496605,-0.5298268373670986,-0.5919886618532204,0.9475419569303141,Moderate,Normal
-0.6085545946522315,-1.1175785319262155,1.3472833954146428,-0.5406517288656207,-0.5298268373670945,2.2402592598305984,-1.137183998452978,Normal,Normal
2.685007703041914,-1.1638216679639852,-0.018030883021921257,0.8905073595957796,-0.5298268373670986,-0.5919886618532204,0.8766059618021246,Moderate,Severe
0.9537762388693497,-0.2583464686472948,-0.47839299856267653,0.8449900109469719,-0.5298268373670986,-0.5919886618532204,0.9705826517187739,Normal,Normal
0.11604371979872992,1.0305016262710875,-1.5741722393396738,0.018120882713780193,-0.5298268373670986,0.6119687215427092,-0.4182688133250617,Severe,Severe
1.6563579062302514,-0.9027705161064855,-0.23534420791954547,0.8384850723597969,-0.5298268373670986,-0.5919886618532204,0.9840129725674339,Moderate,Normal
-0.8487267450490124,1.8897336895500092,-1.587407382887019,0.12456492666189632,-0.5298268373670967,0.9176236850730751,-0.1903146657615013,Severe,Severe
-1.4441908732528872,-0.4731544844670247,-0.04036726384097716,-0.5406517288656207,-0.5298268373670945,2.2402592598305984,-1.137183998452978,Severe,Severe
-0.887759017115296,-1.3323865477459462,-1.0238977098632382,-1.7439180590838768,2.123778730035463,-0.5919886618532204,-1.137183998452978,Moderate,Moderate
-1.487899970795486,1.9529168766261888,-0.6194428327738488,0.8885626465661972,-0.5298268373670986,-0.5919886618532204,0.880621083481729,Severe,Severe
1.1806554508211256,-0.6879625002867557,1.0341443848098892,0.847543924664474,-0.5298268373670986,-0.5919886618532204,0.9653097532607511,Severe,Normal
0.8027010367235446,-0.557628232824724,-0.45642142779181116,0.8332818148560911,-0.5298268373670986,-0.5919886618532204,0.9947557976989024,Severe,Normal
2.2125603354210868,-0.2088300820791021,0.4212730107750918,0.8677540930336097,-0.5298268373670986,-0.5919886618532204,0.9235831417077893,Severe,Severe
-0.8657979709522357,1.8897336895500092,-1.9050966465720545,-0.5226209956260212,-0.5298268373670951,2.204409151413294,-1.1115190542447233,Severe,Severe
1.1030899082735102,-0.4731544844670247,-0.23420068020893914,0.8345233371040698,-0.5298268373670986,-0.5919886618532204,0.9921925079909907,Normal,Normal
1.229828819528805,-0.9027705161064855,1.1511048648022184,0.8577403026764059,-0.5298268373670986,-0.5919886618532204,0.9442579590955538,Severe,Normal
-1.8044205947172625,-0.4731544844670247,1.2582114423289086,-0.540651728865621,-0.5298268373670939,2.2402592598305975,-1.137183998452978,Severe,Severe
-0.502032037821215,-0.6879625002867557,0.35494274225724587,-1.7439180590838772,2.1237787300354642,-0.5919886618532204,-1.137183998452978,Normal,Normal
0.07134225829529585,1.2453096420908185,0.11372506544102064,0.8460515752193595,-0.5298268373670986,-0.5919886618532204,0.9683909094619371,Moderate,Moderate
