Feature_1,Feature_2,Feature_3,True_Label,Predicted_Label
-0.10184392371641074,1.1740170030580632,-0.8066052003499569,Severe,Severe
-0.10948945723689057,1.6563015313055514,-0.9424293363060527,Moderate,Severe
-1.9072828025172377,1.3702062846455951,-1.2949984156798071,Severe,Severe
-0.432780638507055,1.6563015313055514,1.7402617605104436,Moderate,Severe
-1.009274938399437,-0.2728365816843963,-0.050768983611028155,Severe,Normal
-0.6795454177673481,-0.5139788458081403,0.0957766337425189,Normal,Normal
2.375393300902395,-0.5139788458081403,-0.1555818281838248,Normal,Normal
0.002692596812579403,-0.2728365816843963,0.06003494953649839,Normal,Normal
1.0077753861490797,-0.2728365816843963,-1.0416622563208255,Normal,Normal
-0.6246977488463695,0.45059021068683347,1.0242027467578587,Moderate,Normal
-0.7226267569689508,2.620870587800525,-1.8498298229115033,Severe,Severe
2.97631632405158,-1.23740563817937,-0.5868921449561487,Normal,Normal
1.0615740204768505,-0.5139788458081403,-1.4871463140817693,Normal,Moderate
1.0345582560525148,-0.2728365816843963,0.7892081587168502,Severe,Normal
-0.33685374879497904,1.4410183512156352,-0.0553433564519506,Severe,Severe
0.32034839196090564,-0.7551211099318832,0.220618648886477,Normal,Normal
-1.8260529492091364,-0.5139788458081403,-0.24084531356721486,Severe,Moderate
-0.5785946004390152,1.4151592671818072,0.015216487226525154,Moderate,Severe
-0.6936064244666518,-0.2728365816843963,2.110518196321705,Normal,Normal
1.0839604035082557,-0.03169431756065343,0.36846248337578696,Moderate,Normal
1.345239546932365,-0.996263374055626,-0.04497916616644857,Moderate,Normal
-0.2367686194232337,0.45059021068683347,-1.347398569594322,Moderate,Moderate
-1.2249420412554866,2.379728323676781,-0.46071784446371233,Moderate,Severe
-0.5339298144088648,0.6917324748105775,-0.5137118898134102,Moderate,Severe
0.6086242282333656,-0.996263374055626,-1.0511764137782569,Normal,Normal
-0.6224086286400196,-1.23740563817937,-1.432969214224946,Normal,Moderate
-1.0786168173928006,-0.4569841560984239,0.5406174792209086,Severe,Normal
0.9029136412729181,-0.996263374055626,0.4675255563218565,Normal,Normal
-0.8557315258068147,1.8974437954292929,-1.789378786794738,Moderate,Severe
1.1017566595747152,2.5540083757815015,-0.3586906153090468,Severe,Severe
0.54836553880001,-0.5139788458081403,0.0118724577020633,Moderate,Normal
-0.6511572654406783,-0.5139788458081403,0.7714819172240008,Normal,Normal
-0.2295932033896343,1.1740170030580632,-0.7406438833884658,Moderate,Severe
-0.057982556159336895,1.1740170030580632,-0.33664388124083766,Moderate,Severe
-1.517466633317683,2.379728323676781,-0.548021597865422,Moderate,Severe
-0.42626105868055547,-0.2728365816843963,1.605313718708631,Normal,Normal
0.8772512733285407,-0.7551211099318832,-0.45570086455137165,Normal,Normal
-0.371620750507667,0.9328747389343204,-1.037086269867693,Moderate,Severe
-1.3570426689566775,0.3015513601463642,0.4958269942950784,Severe,Severe
-1.5612376573189244,-0.30795992117489107,2.0677499460639037,Severe,Normal
-0.9450039513235218,2.620870587800525,-0.7710888361919619,Moderate,Severe
0.9287944123487366,-0.5139788458081403,-0.2555045438533491,Normal,Normal
-0.5188481983467361,0.45059021068683347,-1.0398790000729208,Moderate,Moderate
-1.3101451290521273,-0.3948914585426082,1.167794551821712,Severe,Normal
-1.0065736433461687,-0.2228875756949855,1.8306300992778535,Severe,Normal
-0.0710691136266668,0.45059021068683347,1.3044403006865977,Normal,Normal
-1.257352906175888,1.4151592671818072,0.6448096966122489,Normal,Severe
-1.1628919467626893,-0.7022318150485184,1.3782098819487154,Severe,Normal
-0.5489141297222057,-0.7551211099318832,-0.7812510746066084,Normal,Normal
-0.44194688872301024,1.4151592671818072,-1.1310411980669282,Moderate,Severe
1.0077753861490797,-0.2728365816843963,0.34679066496961614,Normal,Normal
0.9548963865961434,-0.5139788458081403,0.5857299439734117,Moderate,Normal
-0.8665171627358306,-1.5886196428581496,1.809009873587252,Moderate,Normal
0.23733833983252145,2.138586059553037,-0.23712245115620004,Normal,Severe
-0.7626135188832335,-0.2728365816843963,1.107420472930819,Normal,Normal
-0.6687704803108526,2.379728323676781,-0.5100493955363028,Moderate,Severe
-1.431423791662223,0.2094479465630894,1.5954540323194446,Normal,Normal
-1.3272001079613296,-0.996263374055626,1.2102194590313518,Moderate,Normal
-1.8565037563016469,-0.2728365816843963,-0.2551065590055346,Normal,Moderate
-0.5578129390647804,0.9328747389343204,-0.46325169107579783,Moderate,Severe
1.0077753861490797,-0.996263374055626,0.966913626813897,Normal,Normal
0.21700249981077266,-0.5139788458081403,0.2957861912492854,Severe,Normal
-0.7489824878873655,2.138586059553037,-0.5393046165324261,Moderate,Severe
1.4660600489411961,-0.7551211099318832,0.8847093847951593,Normal,Normal
-1.1328494736122718,2.107932225700821,-1.8193274631406149,Severe,Severe
-0.15757447974549513,0.9328747389343204,0.2803290573819652,Moderate,Severe
0.32034839196090564,-0.5139788458081403,0.3281660052359399,Normal,Normal
-2.024457531072164,-0.2728365816843963,0.9679581006738838,Normal,Normal
1.748945448660974,1.758808073207403,0.6379566401288994,Severe,Moderate
-1.0562865988579435,-0.996263374055626,-0.8261181544034721,Moderate,Moderate
1.159897064310735,-0.5139788458081403,-0.8991352887471677,Moderate,Normal
0.11741791397177703,-0.5139788458081403,1.1074525694827353,Normal,Normal
1.228734062852422,-0.996263374055626,-0.2635454156039465,Severe,Normal
-0.6569400200662732,1.4151592671818072,-0.9805208166882763,Moderate,Severe
-0.5932925971198627,1.1740170030580632,-0.9275472891007529,Moderate,Severe
0.5394486291523561,-0.5139788458081403,0.036624231399157825,Normal,Normal
-0.5188481983467361,-0.5139788458081403,0.06767242264211547,Normal,Normal
-0.4916659405182109,1.4151592671818072,-0.4968356049614269,Severe,Severe
1.6242907259018873,1.6563015313055514,0.5436861978316507,Severe,Moderate
-0.44194688872301024,-0.5139788458081403,0.501920045480785,Normal,Normal
0.66392823348867,-0.7551211099318832,-1.34226581281049,Moderate,Normal
0.7767314586418518,-0.7551211099318832,-0.18358110672960368,Normal,Normal
1.0334664640201225,-0.504148786386108,0.44253717809430215,Severe,Normal
-0.7075798236475798,0.2094479465630894,-0.1919103301734247,Moderate,Moderate
-1.6598680505617496,-0.37146377757711335,1.6296345292903824,Severe,Normal
0.7521207188890144,-0.2728365816843963,-1.5551231256508677,Normal,Moderate
-0.6798615269089318,1.7231915680203516,-1.6010731303337196,Severe,Severe
1.7216418801137232,-0.03169431756065343,-1.8499471938925363,Normal,Moderate
-2.021058871888912,-0.2728365816843963,0.05434385051968435,Severe,Moderate
1.865900894754229,-1.1689583353043786,1.199413005314633,Moderate,Normal
-1.2466084824625494,1.4151592671818072,1.5217018220425607,Normal,Severe
-0.004216729935161584,-0.4691243514042785,-0.6509398490536152,Severe,Normal
-0.8963455847571046,0.9328747389343204,0.5002756187776116,Moderate,Severe
-0.7729390938762637,0.6917324748105775,-1.3656552631181456,Moderate,Severe
-0.4830754895362176,0.6917324748105775,0.6915571412286107,Moderate,Severe
1.1163164904945817,-0.03169431756065343,-1.129975305992853,Normal,Moderate
-1.0545055964154433,2.620870587800525,0.3728734046193894,Moderate,Severe
-1.2231558869851307,2.379728323676781,0.542745560487924,Moderate,Severe
-1.0780745219304664,-1.23740563817937,-0.9836636878264393,Moderate,Moderate
-0.39457568199479587,-0.03169431756065343,0.34621007352067185,Moderate,Normal
0.6746372362902621,0.25862444407496576,0.34336860936884206,Moderate,Normal
-0.10716804258721695,1.5499024099022043,-0.11212401751060198,Moderate,Severe
-0.39457568199479587,-0.7551211099318832,0.6235549729152869,Normal,Normal
-1.330950768340983,0.6917324748105775,1.858524387298616,Normal,Normal
-2.04512091555124,-0.03169431756065343,0.29952656807817574,Normal,Severe
-0.7535536809566712,2.620870587800525,-0.45966684219208215,Severe,Severe
-0.6584412311131211,-0.5139788458081403,0.025925873241910695,Severe,Normal
0.6078064407121659,0.6141794699771845,0.014724084825252157,Moderate,Normal
-0.33665442200152024,2.620870587800525,-0.2647168146504846,Severe,Severe
-1.391870823114653,0.2094479465630894,1.9227669058284416,Normal,Normal
-0.3681037269992716,0.8278432584731532,-0.4481158958906183,Severe,Severe
-0.4575977954138084,0.45059021068683347,-0.5730775640810156,Moderate,Severe
-1.6437287342910216,1.6563015313055514,-1.3325030013817394,Normal,Severe
-1.1919909952530783,1.4151592671818072,1.7618994579135503,Normal,Severe
-0.46832776882415644,0.9328747389343204,-0.8459637603375297,Severe,Severe
-0.160369785793062,-0.7551211099318832,0.1799988322106601,Normal,Normal
-1.3182633279072982,2.379728323676781,-0.16333597745892478,Moderate,Severe
-0.18371066829860191,-0.35248273968741106,0.957992183492815,Severe,Normal
0.5853804861057438,-0.03169431756065343,1.1801245857238245,Normal,Normal
-0.5785946004390152,1.1740170030580632,0.31768842682389703,Moderate,Severe
-1.0630727521041154,-1.478547902303114,-1.122276646427974,Moderate,Normal
0.9263916506354991,-0.44168119289859387,0.27656154115434484,Severe,Normal
-0.8855178224654715,2.138586059553037,-1.1994477541193103,Moderate,Severe
-0.6190935308534532,2.454378578178829,-1.844953807678273,Severe,Severe
-0.39457568199479587,-0.7551211099318832,0.9759160447587351,Normal,Normal
0.8772512733285407,-0.7551211099318832,0.21973048572689882,Normal,Normal
-1.9838108513152166,1.3262798487264347,-0.8959970168487176,Moderate,Severe
-0.5785946004390152,0.6917324748105775,-1.0769768453225501,Moderate,Severe
-0.215237407536241,1.1740170030580632,-0.984205010282685,Moderate,Severe
-1.1124193139562533,2.138586059553037,-0.7108146217239559,Moderate,Severe
-0.7214664315292475,1.4151592671818072,1.1837696330711374,Normal,Severe
-1.2030355286777084,1.8974437954292929,1.592020524492252,Normal,Severe
-0.44194688872301024,-0.5139788458081403,1.3566517328109862,Normal,Normal
-0.3462474811912632,-0.5139788458081403,0.8377519372749384,Normal,Normal
1.7886390591589483,-0.996263374055626,1.8160145967603913,Severe,Normal
-0.39457568199479587,-0.5139788458081403,-0.2768417331969464,Normal,Normal
0.8823211888698177,2.2099675645670946,-0.747963463352402,Moderate,Severe
-0.5489141297222057,-0.2728365816843963,1.3877067111574568,Normal,Normal
-0.317138377602409,0.8645922218505303,-1.6919385186986238,Moderate,Moderate
1.478935010633545,2.379728323676781,0.07125460209515753,Moderate,Severe
2.9435672479343773,-0.7551211099318832,0.05952127331374023,Severe,Normal
1.4660600489411961,-0.2728365816843963,-0.87213581921901,Moderate,Normal
-1.5108472872848864,1.1740170030580632,-1.6142812554936914,Severe,Severe
-0.4104710038537651,0.9328747389343204,0.7740250566551695,Moderate,Severe
-1.2466084824625494,1.6563015313055514,1.044041293867105,Normal,Severe
-0.6984483092145373,1.8974437954292929,0.0830270856147633,Moderate,Severe
-1.5657953764129289,1.2642830121448059,-0.6154419557335409,Severe,Severe
-0.7896254702144957,2.138586059553037,-1.1759425151439418,Normal,Severe
-0.44400838609617027,0.6917324748105775,-0.8075386762756008,Moderate,Severe
-0.39020506633717267,1.1740170030580632,0.0631243752253576,Moderate,Severe
-1.705143289465351,-0.942835240000957,1.7683966754195266,Severe,Normal
1.375030903592078,-0.5139788458081403,0.4451230445046842,Moderate,Normal
-0.42626105868055547,1.6563015313055514,-0.9561857140367269,Moderate,Severe
0.9548963865961434,-0.5139788458081403,0.46352371650814994,Normal,Normal
-1.1288238341899939,2.3059245156630346,-1.1608120114126137,Severe,Severe
1.1720278537869626,-0.03169431756065343,-0.6586613277316822,Normal,Normal
-0.6996346280401741,1.6563015313055514,-0.7032083984093018,Severe,Severe
-0.9450039513235218,-0.996263374055626,-2.207346248247799,Normal,Moderate
-1.7777700168409158,0.9328747389343204,-0.7503689233819509,Normal,Severe
-0.2295932033896343,-0.5139788458081403,-0.9137994895669447,Severe,Moderate
1.1720278537869626,-0.2728365816843963,1.2307964227762986,Normal,Normal
0.8015472878926276,-0.2728365816843963,-0.9600979711893799,Normal,Normal
-0.45752952251518647,-1.23740563817937,2.213813016778973,Normal,Normal
0.6817332093457678,2.379728323676781,-1.4329193793718675,Severe,Moderate
-0.9071998119465493,-0.03169431756065343,0.2620949337072231,Normal,Normal
0.9287944123487366,-0.2728365816843963,-0.6087727608547409,Normal,Normal
0.4107081712418034,-0.48007969108378534,-0.8230826567845546,Severe,Normal
-0.5188481983467361,-0.2728365816843963,-0.22714001667718084,Normal,Normal
-1.7777700168409158,-0.2728365816843963,0.49238014162953114,Severe,Normal
-0.5682718842374166,-0.2728365816843963,0.27955655784535244,Severe,Normal
0.5394486291523561,-0.7551211099318832,0.12105221939907516,Normal,Normal
0.8265707809865069,-0.7551211099318832,0.004883242410793889,Normal,Normal
-1.0780745219304664,1.8974437954292929,2.0043185924605775,Normal,Severe
-0.4883892482604758,0.45059021068683347,-1.2512541766505807,Moderate,Moderate
-0.5036683307141698,0.2094479465630894,-1.4973808707967338,Moderate,Moderate
-0.0710691136266668,1.4151592671818072,-0.9302292525356274,Moderate,Severe
-0.7383023314614332,1.4151592671818072,-0.843985985955578,Moderate,Severe
-0.45697658564784444,-0.10048689964766336,0.19879756441072752,Severe,Normal
-0.9068686511747044,1.8974437954292929,-0.449011466777879,Severe,Severe
-0.9669968674452891,2.620870587800525,-1.7469841095299372,Severe,Severe
-1.6999016085145455,-0.09746476359963652,1.6472055674322417,Severe,Normal
-0.4074033550021283,0.7883852951218491,-0.4932586453028499,Severe,Severe
-0.6899763152024214,1.4151592671818072,-1.5072984862194219,Severe,Severe
-0.28027041524787516,1.6563015313055514,-0.6363829993631799,Severe,Severe
-0.5785946004390152,-0.2728365816843963,0.33812483394332293,Normal,Normal
-0.5932925971198627,-0.2728365816843963,-0.12690996213467012,Normal,Normal
-0.5883632716793474,1.6563015313055514,-0.32311510074755506,Moderate,Severe
-0.9198759773756233,-0.03169431756065343,0.7857061653233424,Normal,Normal
-0.5036683307141698,-0.2728365816843963,-0.7731329854532395,Moderate,Moderate
0.3438535150563739,-0.5139788458081403,-0.8764949784641572,Severe,Normal
1.1440494598868243,-0.5139788458081403,1.1587135690219779,Normal,Normal
-0.39577693328011376,2.136255114117742,-1.1783568753723566,Severe,Severe
-1.7377078012157903,1.1748473187549642,-1.543431043212387,Severe,Severe
0.27852773832208133,1.4151592671818072,1.4746231552460578,Severe,Severe
-0.7626135188832335,0.9328747389343204,-0.9271102626678085,Moderate,Severe
-0.8809849693926415,1.4151592671818072,-1.2509335108048427,Severe,Severe
-1.1471923821486805,1.8974437954292929,0.9816547778691972,Normal,Severe
-1.1471923821486805,1.8974437954292929,-0.6606350949295934,Moderate,Severe
-0.5027631042846158,0.9328747389343204,-0.3282370036735527,Moderate,Severe
0.6320561787992678,-0.996263374055626,-0.8856266510379631,Moderate,Normal
-1.2680387771714425,1.4151592671818072,0.7121813594534677,Normal,Severe
-0.14276031991323251,0.6670363424237976,-1.247130830499015,Severe,Moderate
0.21697591163185684,-0.996263374055626,-2.2461941268429757,Normal,Moderate
-0.27043387850207,1.1390334474028774,-1.0099185203091485,Severe,Severe
-0.9943807864281394,-1.478547902303114,-0.761364207780486,Normal,Normal
1.0345582560525148,-1.23740563817937,-0.22790502881135635,Moderate,Normal
0.4942429675658195,-0.7551211099318832,0.3059771183495052,Moderate,Normal
0.7035044215084121,-0.03169431756065343,-0.2542170403832943,Normal,Normal
-0.5694434169571412,-0.2728365816843963,0.26619451512383985,Severe,Normal
-1.2358050234540825,-0.2728365816843963,-0.4091876490327412,Normal,Moderate
0.21248551712553274,-0.2728365816843963,-1.2059328557765077,Moderate,Moderate
0.9548963865961434,-0.5139788458081403,-0.6778789756999621,Normal,Normal
-1.2680387771714425,1.6563015313055514,1.91834119273892,Normal,Severe
-0.4883892482604758,-0.03169431756065343,1.0121249355857136,Normal,Normal
-1.3907037462184781,-0.5139788458081403,1.400637926275136,Severe,Normal
0.27852773832208133,-0.2728365816843963,0.9485139581822052,Normal,Normal
-0.8944479679178986,-0.2728365816843963,-0.04470777362498044,Normal,Normal
1.5461584878598953,1.7044598275095895,-2.1465756506830553,Severe,Moderate
-0.2295932033896343,-0.2728365816843963,0.9668380439620561,Normal,Normal
-1.2140190425806552,0.9328747389343204,1.5584432575508906,Normal,Severe
0.9028071301119681,-0.7551211099318832,-0.9110167097958211,Moderate,Normal
-0.2969329905754139,1.6563015313055514,-1.1513254497596501,Moderate,Severe
-1.1471923821486805,-0.5139788458081403,0.4124559503802481,Severe,Normal
-0.9103855879111944,-1.23740563817937,-0.6355926460445207,Moderate,Normal
-1.4508920709862867,0.6917324748105775,1.6101956164298432,Normal,Severe
-0.7886972328460468,-0.29074098652839464,0.9920856023284752,Severe,Normal
0.40635289232729865,-0.7551211099318832,-0.061941282154431836,Severe,Normal
1.0928058848733384,-0.4138571470466271,1.2524615823746639,Severe,Normal
-1.741465425936403,-0.03169431756065343,0.4452765479711871,Severe,Normal
-1.5544525012795705,1.6563015313055514,-0.21824197722882527,Normal,Severe
-1.1471923821486805,0.9328747389343204,0.8937536920136521,Normal,Severe
1.4050955754505023,-0.7551211099318832,-1.3579288506828577,Normal,Normal
-1.5267836840256392,-1.23740563817937,0.11076500624212873,Moderate,Normal
-0.629986107916604,1.8974437954292929,-1.9058438017067851,Severe,Severe
1.0077753861490797,-0.2728365816843963,-1.7956150553759653,Normal,Moderate
-0.5271026369910491,0.45059021068683347,-1.0291306566798992,Moderate,Moderate
-0.10581404503398723,2.138586059553037,-1.1335255706618625,Severe,Severe
-0.9071998119465493,-0.5139788458081403,0.1811482315518187,Normal,Normal
-0.9324771359086667,-0.996263374055626,-2.045102881120491,Normal,Moderate
-0.8184920329307845,1.4151592671818072,-1.547147845917694,Severe,Severe
-0.6524297739291096,0.9328747389343204,-0.5570083641669502,Moderate,Severe
0.6558279284657875,-0.2728365816843963,-0.7060387636420954,Severe,Normal
-0.4883892482604758,1.1740170030580632,-1.316201190967867,Moderate,Severe
-1.319366023819718,2.379728323676781,0.4103175224462759,Moderate,Severe
0.9186012304964,-0.2728365816843963,-1.1481528781836456,Moderate,Moderate
-0.5170496523841862,1.1740170030580632,-0.6455375765504733,Moderate,Severe
-1.6760005646437055,-0.2728365816843963,-0.4362118951062743,Severe,Moderate
-0.480033723440778,0.28307543090469345,-1.0820054687033058,Severe,Moderate
0.3104055349298257,0.9430424290856967,0.06117414397020082,Severe,Severe
-1.6849625538492974,2.379728323676781,-1.0764048704268827,Severe,Severe
-1.946302778064967,2.620870587800525,-0.40639373106799354,Normal,Severe
-1.5378394250751335,1.4634004888306862,-0.9183245236123766,Moderate,Severe
0.7829540540914097,-0.996263374055626,-1.6984516473620626,Moderate,Moderate
1.0077753861490797,-0.03169431756065343,-0.9495239056260878,Normal,Moderate
-1.3660950900532036,1.147384497370568,-0.6412484078466444,Severe,Severe
-1.0226041310781258,2.379728323676781,0.10513437694388388,Moderate,Severe
-0.8287559026473199,-0.7887102344032424,2.2914131931161026,Moderate,Normal
0.11741791397177703,2.379728323676781,-1.2116939322564872,Severe,Severe
2.6522471951773663,-0.6510192762297105,0.36233198969415825,Moderate,Normal
1.2593307735103534,2.620870587800525,-1.1007614231521219,Moderate,Moderate
0.08890496910733273,-0.03169431756065343,-1.4827046528161332,Moderate,Moderate
-0.6224086286400196,1.1740170030580632,-0.29300042754994654,Moderate,Severe
-0.3299203863252048,1.8974437954292929,-0.792825672298693,Moderate,Severe
-0.8537111192257263,-1.23740563817937,-1.1228820514066196,Moderate,Moderate
-1.996478728141146,-0.5139788458081403,-0.3241202500353114,Normal,Moderate
-0.11081629279927646,0.4313621530319915,-1.302446917812138,Severe,Moderate
-0.4076133889125363,1.1740170030580632,-0.8339835543702097,Moderate,Severe
1.2829408558954387,-0.2728365816843963,-1.0185793317264282,Moderate,Normal
1.1216374260686601,-0.7551211099318832,0.6803585618504834,Severe,Normal
-0.32655766576385514,1.8974437954292929,-1.7507188760039443,Severe,Severe
-1.0545055964154433,-0.996263374055626,0.4260529906337048,Normal,Normal
-0.8944479679178986,-0.03169431756065343,1.0834853603913375,Normal,Normal
-1.0092851036615562,-1.23740563817937,-0.9491307322794538,Moderate,Normal
-1.4018371303210475,1.8974437954292929,-0.7738375304150726,Moderate,Severe
-0.0710691136266668,-0.996263374055626,-2.0680039579381764,Normal,Moderate
-0.8026780614814689,1.4940368210905015,1.56340440315113,Moderate,Severe
0.8772512733285407,-0.2728365816843963,0.519954123971292,Normal,Normal
0.8099553467211554,2.2389181781888543,-0.5518717900625948,Severe,Severe
-0.6511572654406783,2.138586059553037,-1.098701643646947,Moderate,Severe
0.1967660109832556,-0.2728365816843963,-0.13158791228975142,Moderate,Normal
-0.8944479679178986,-0.5139788458081403,1.2769084286416381,Normal,Normal
-1.257352906175888,2.620870587800525,-0.7406319069005548,Moderate,Severe
1.9089218075518621,-0.45464282191881417,-0.993837263721032,Severe,Normal
0.8265707809865069,2.544019209608697,0.0058535874774186675,Moderate,Severe
-1.4955816442989873,-0.08161504995180136,0.4860605672552561,Severe,Normal
1.4660600489411961,-0.7551211099318832,-1.0926982460237802,Normal,Normal
0.17670693048874941,-1.23740563817937,-1.2474990476323655,Normal,Normal
-2.018087535872214,-0.2694538244873274,0.013256644186628017,Severe,Moderate
0.9548963865961434,-0.7551211099318832,-0.3860592695284296,Normal,Normal
-0.9313674172349513,-0.996263374055626,-0.9790031599503844,Moderate,Moderate
0.17863603611498724,-0.5139788458081403,-0.5408301556936329,Severe,Normal
0.8707781843752759,2.1732706295466815,-0.41049991445910167,Severe,Severe
0.9024086590628768,-0.5187240257438148,0.2643706502310216,Severe,Normal
-1.939005340630476,1.6563015313055514,-1.4563546280753612,Severe,Severe
-1.9499835580133407,-0.7472274769239842,-0.3854861800511181,Severe,Moderate
-1.135834987277143,1.8974437954292929,0.37587160937107983,Moderate,Severe
-0.6936064244666518,-0.03169431756065343,1.8194160715127323,Normal,Normal
2.0601822167997668,-0.6925736306158421,0.9370215915211743,Severe,Normal
-0.41059586865414005,0.6917324748105775,-1.063409167949096,Moderate,Severe
-1.3423280002533813,1.6563015313055514,0.06874550041404634,Severe,Severe
-0.5003330884867756,1.1740170030580632,-0.24356424546690894,Moderate,Severe
2.296701000251907,-1.23740563817937,0.4066216635323736,Normal,Normal
-1.4448402055439518,1.8974437954292929,-0.9069586945173319,Severe,Severe
1.0345582560525148,-1.1388609994397287,-0.2423775424831065,Moderate,Normal
-0.5932925971198627,0.9328747389343204,-1.1284863309408697,Moderate,Severe
-0.5489141297222057,0.9328747389343204,-0.15837670834371695,Moderate,Severe
-0.05282626202696088,-0.5139788458081403,0.6689050083406199,Normal,Normal
-1.6952142511927708,1.6563015313055514,-2.1887444941574308,Normal,Severe
-0.4605216653842338,0.9328747389343204,-1.3414791635182342,Moderate,Severe
-0.769870529321064,-0.996263374055626,1.074559520412818,Moderate,Normal
-0.13584897994402875,2.138586059553037,-1.383736595883591,Severe,Severe
-1.018237944424849,1.7174785592917572,-1.2725028272941374,Severe,Severe
-0.5574707453282067,0.45059021068683347,0.2873123503693458,Moderate,Normal
0.8856231976797149,2.217691298565985,-0.749648221545284,Moderate,Severe
-0.21032072622729364,0.45059021068683347,-0.35472701447314303,Moderate,Moderate
-0.9983253453768551,2.620870587800525,-1.8433980450637173,Severe,Severe
-0.45752952251518647,-0.2728365816843963,0.5817910147459358,Normal,Normal
-0.3299203863252048,-0.2728365816843963,0.9566042667339293,Normal,Normal
-0.5228661571398084,-1.478547902303114,0.024068122290239496,Moderate,Normal
-0.6368284353897175,-0.5139788458081403,-0.04336423540030771,Moderate,Normal
-0.5525276590761612,0.6917324748105775,-0.004381422420489205,Moderate,Severe
-0.21042998145765063,0.2094479465630894,0.5054522018382521,Moderate,Normal
-1.2523742297887333,2.620870587800525,-0.4257436217855731,Moderate,Severe
-0.84267008763238,1.8974437954292929,-0.7575579609525783,Normal,Severe
-0.7214664315292475,-0.7551211099318832,-0.44934457858889765,Normal,Normal
-2.367645806746443,-0.3934139909784315,-1.1074804343782434,Moderate,Severe
1.2002549445217687,-0.03169431756065343,-0.270312747230351,Normal,Normal
-0.9821448601851089,0.9328747389343204,1.2959925078791121,Normal,Severe
-0.3462474811912632,2.379728323676781,-1.182146810838381,Normal,Severe
0.8772512733285407,-0.03169431756065343,0.3998735578562944,Normal,Normal
1.7886390591589483,-0.5139788458081403,0.06672918906548797,Normal,Normal
-0.13620417031779747,1.4151592671818072,-0.2539382661302338,Moderate,Severe
3.2147778411742722,-0.5139788458081403,0.9021272386271555,Severe,Normal
-1.5728928758132419,-0.3367403667536138,1.9482482001117465,Severe,Normal
-1.1129271539951746,-1.23740563817937,-0.7602775937989811,Moderate,Normal
2.9401948300164746,-0.7224565999139904,0.7448001974723331,Severe,Normal
0.9812224121246433,2.138586059553037,-1.6029434729094438,Severe,Moderate
0.34149999178208035,-0.7551211099318832,-0.9216895270499356,Normal,Normal
-0.9198759773756233,-0.2728365816843963,-0.1906177522918088,Normal,Normal
0.1567969881391832,0.2094479465630894,-0.3935246624368509,Normal,Moderate
0.59536244480273,-0.996263374055626,0.34632714799007913,Moderate,Normal
-1.9094831336062026,1.1740170030580632,-0.7750030604568878,Normal,Severe
-0.9698371689787767,2.138586059553037,-0.6726638754414479,Moderate,Severe
-0.41846241837589465,0.6917324748105775,-0.496653255951321,Moderate,Severe
-1.8792822363936867,1.8974437954292929,-1.6488978740962115,Severe,Severe
-0.9141028401818795,-1.23740563817937,-0.13211746015879172,Moderate,Normal
-0.8133919655764161,0.9328747389343204,0.41179220607528266,Moderate,Severe
-0.6653959770636463,1.1740170030580632,0.006302122210410301,Moderate,Severe
0.3842950890946887,0.2094479465630894,2.1074071976291933,Normal,Normal
