Feature_1,Feature_2,Feature_3,Feature_4,True_Label,Predicted_Label
-0.8046246622128043,1.8974437954292929,-0.5181048881192213,0.8979944229939474,Severe,Severe
1.0819270069830285,1.8974437954292929,-2.1668545682621736,0.8979944229939474,Severe,Moderate
-1.0762010684206826,-0.996263374055626,-0.3531407629035595,-1.6125272654382186,Moderate,Normal
0.810218759490027,-0.973189385380466,-1.596324595190462,0.06498427726446321,Moderate,Moderate
-0.4104710038537651,-0.996263374055626,-1.420314228502179,-1.612527265438218,Normal,Normal
1.4660600489411961,1.8974437954292929,-0.23952943929154752,0.8979944229939474,Normal,Severe
-0.01594682821748197,-0.5139788458081403,-1.304480460961176,-1.612527265438218,Normal,Normal
-1.8017791759800001,-0.3415933764223249,0.37793620973873027,-0.45013481293042945,Severe,Moderate
-0.5120809596122919,0.6917324748105775,-0.43856879447664143,0.23110116308661124,Moderate,Severe
2.4805418896485785,-0.5139788458081403,-0.5321775148350065,0.9052171516371141,Severe,Normal
-0.5092849354836797,0.9328747389343204,-0.7102324006699007,0.8728540679997736,Moderate,Moderate
-0.0513608622857593,2.138586059553037,-0.4150692222215006,0.9113535174476955,Severe,Severe
-0.8807723664791973,-0.5139788458081403,-0.6592126276943937,-1.6125272654382186,Severe,Normal
-1.8239152212003593,-0.2728365816843963,1.9200835484367729,-0.450134812930431,Severe,Normal
-0.49798412534552916,1.350282764351794,-0.5057677217003962,0.8747906492296452,Severe,Severe
1.1163164904945817,-0.2728365816843963,-1.6506244576564408,-0.07188343737684545,Moderate,Moderate
-1.150532363979227,-0.4426642252074842,0.43019176917098917,-1.612527265438219,Severe,Normal
-0.45816744489847405,0.45059021068683347,0.24117855586689213,-0.26637081251468747,Moderate,Normal
-0.39457568199479587,1.1740170030580632,-0.7585426558483604,0.874621562887507,Moderate,Moderate
-0.31348259929056355,-0.996263374055626,-0.05958131866532801,-1.6125272654382188,Normal,Normal
0.47190709934097486,0.6917324748105775,-0.9026983147919783,0.8927359682029492,Normal,Moderate
3.1493429702232496,-1.0517187475124186,0.3447246531711102,0.9314972594493067,Moderate,Normal
-1.0897582627840676,-1.23740563817937,1.9388363390418735,-0.4501348129304307,Normal,Normal
-0.34233344311862285,1.6563015313055514,-0.6767500544093004,0.8862366406389831,Severe,Severe
1.4956904087167289,2.6116434852430457,-1.3428841810409293,0.9409265553741731,Severe,Severe
-1.2781061373610927,-0.7533342158371327,0.6140694998632361,-1.3048866227057523,Severe,Normal
-0.7626135188832335,-0.2728365816843963,0.04338613064348576,-1.6125272654382188,Normal,Normal
-0.15475954811373405,1.8286078744476477,-1.6423779608109388,-0.051787366174130434,Severe,Severe
0.9812224121246433,-0.5139788458081403,-0.8561937790161975,0.8788305687297581,Normal,Normal
-0.10184392371641074,1.1740170030580632,-0.8066052003499569,0.887117848647279,Severe,Moderate
-0.10948945723689057,1.6563015313055514,-0.9424293363060527,0.8893419373585757,Moderate,Severe
-1.9449424127273363,1.4601122497180192,-1.278569068578847,0.8232035074164137,Severe,Moderate
-0.432780638507055,1.6563015313055514,1.7402617605104436,0.8862366406389831,Moderate,Severe
-1.009274938399437,-0.2728365816843963,-0.050768983611028155,-1.612527265438219,Severe,Normal
-0.6795454177673481,-0.5139788458081403,0.0957766337425189,-1.6125272654382186,Normal,Normal
2.375393300902395,-0.5139788458081403,-0.1555818281838248,0.9013718299440397,Normal,Normal
0.002692596812579403,-0.2728365816843963,0.06003494953649839,-1.6125272654382188,Normal,Normal
1.0077753861490797,-0.2728365816843963,-1.0416622563208255,0.8885987927920664,Normal,Moderate
-0.5357094082081467,0.45059021068683347,0.9195821425308535,0.21780957656250516,Moderate,Normal
-0.7098223094948278,2.620870587800525,-1.9919583099803844,-0.4501348129304287,Severe,Severe
2.97631632405158,-1.23740563817937,-0.5868921449561487,0.9243062021257512,Normal,Normal
1.0615740204768505,-0.5139788458081403,-1.4871463140817693,0.3817069582697437,Normal,Moderate
1.0345582560525148,-0.2728365816843963,0.7892081587168502,0.9118214176128955,Severe,Normal
-0.33685374879497904,1.4410183512156352,-0.0553433564519506,0.8776354796069121,Severe,Severe
0.32034839196090564,-0.7551211099318832,0.220618648886477,-0.1491261312614093,Normal,Normal
-1.8260529492091364,-0.5139788458081403,-0.24084531356721486,-0.4501348129304307,Severe,Moderate
-0.5785946004390152,1.4151592671818072,0.015216487226525154,0.8787370863257614,Moderate,Severe
-0.6936064244666518,-0.2728365816843963,2.110518196321705,-0.4501348129304305,Normal,Normal
1.0839604035082557,-0.03169431756065343,0.36846248337578696,0.8989225388401842,Moderate,Normal
1.345239546932365,-0.996263374055626,-0.04497916616644857,0.8760647060378484,Moderate,Normal
-0.2367686194232337,0.45059021068683347,-1.347398569594322,-0.39697651955740093,Moderate,Severe
-1.2249420412554866,2.379728323676781,-0.46071784446371233,0.9259499894323272,Moderate,Severe
-0.5339298144088648,0.6917324748105775,-0.5137118898134102,0.23110116308661124,Moderate,Severe
0.6086242282333656,-0.996263374055626,-1.0511764137782569,0.8891535026352269,Normal,Moderate
-0.6224086286400196,-1.23740563817937,-1.432969214224946,-1.6125272654382192,Normal,Normal
-1.1651206653448232,-0.4569841560984239,0.6333001186178641,-1.2984745474010047,Severe,Normal
0.9029136412729181,-0.996263374055626,0.4675255563218565,0.9056083341373551,Normal,Normal
-0.8557315258068147,1.8974437954292929,-1.789378786794738,-0.3921511544055876,Moderate,Severe
1.1017566595747152,2.5540083757815015,-0.3586906153090468,0.9374993765712716,Severe,Severe
0.4938971713541351,-0.5139788458081403,0.03589862714422725,0.7903584663695211,Moderate,Normal
-0.6511572654406783,-0.5139788458081403,0.7714819172240008,-0.9280216867662977,Normal,Normal
-0.2295932033896343,1.1740170030580632,-0.7406438833884658,0.8779004361528092,Moderate,Moderate
-0.057982556159336895,1.1740170030580632,-0.33664388124083766,0.8908186931994261,Moderate,Moderate
-1.517466633317683,2.379728323676781,-0.548021597865422,0.9259499894323272,Moderate,Severe
-0.42626105868055547,-0.2728365816843963,1.605313718708631,-0.45013481293042995,Normal,Normal
0.8772512733285407,-0.7551211099318832,-0.45570086455137165,0.8673655378716829,Normal,Normal
-0.371620750507667,0.9328747389343204,-1.037086269867693,0.8883345039736654,Moderate,Moderate
-1.415335911064354,0.3015513601463642,0.45808474101472707,-0.44625996687417635,Severe,Severe
-1.5612376573189244,-0.30795992117489107,2.0677499460639037,-0.4501348129304297,Severe,Normal
-0.9450039513235218,2.620870587800525,-0.7710888361919619,0.9415224211596224,Moderate,Severe
0.9287944123487366,-0.5139788458081403,-0.2555045438533491,0.8709334346815972,Normal,Normal
-0.5188481983467361,0.45059021068683347,-1.0398790000729208,-0.26637081251468747,Moderate,Severe
-1.3101451290521273,-0.3948914585426082,1.167794551821712,-0.45013481293043156,Severe,Normal
-1.0065736433461687,-0.2228875756949855,1.8306300992778535,-0.45013481293043095,Severe,Normal
-0.0710691136266668,0.45059021068683347,1.3044403006865977,0.35381259520983027,Normal,Normal
-1.257352906175888,1.4151592671818072,0.6448096966122489,0.9184928517377727,Normal,Severe
-1.1628919467626893,-0.7022318150485184,1.3782098819487154,-0.45013481293042945,Severe,Normal
-0.5489141297222057,-0.7551211099318832,-0.7812510746066084,-1.6125272654382188,Normal,Normal
-0.44194688872301024,1.4151592671818072,-1.1310411980669282,0.8939892956160714,Moderate,Moderate
1.0077753861490797,-0.2728365816843963,0.34679066496961614,0.8974755312313016,Normal,Normal
0.9548963865961434,-0.5139788458081403,0.5857299439734117,0.9140869296458205,Moderate,Normal
-0.8665171627358306,-1.5886196428581496,1.809009873587252,-0.45013481293042845,Moderate,Normal
0.23733833983252145,2.138586059553037,-0.23712245115620004,0.9188739668563091,Normal,Severe
-0.7626135188832335,-0.2728365816843963,1.107420472930819,-0.45013481293042973,Normal,Normal
-0.6687704803108526,2.379728323676781,-0.5100493955363028,0.9259499894323272,Moderate,Severe
